case_id,institute,program,degree,season,decision,notification,result_date,undergrad gpa,gre_v,gre_q,gre_w,gre_subject,status,submit_date,notes
542543,UC Berkeley,African-American Studies,PhD,F18,Accepted,via Phone,31 Jan 2018,,,,,,A,31 Jan 2018,Praise be to jah! Iss lit!
542542,University Of Texas At Austin (UT Austin),"Ecology,  Evolution And Behavior",PhD,F18,,via E,31 Jan 2018,,,,,,A,31 Jan 2018,Invited to recruitment weekend on Feb 2nd!
542538,The University Of Texas Austin,( ECE ) Electrical And Computer Engineering,PhD,F18,Accepted,via E,30 Jan 2018,,,,,,A,31 Jan 2018,Berkeley undergrad. good letters with research.
542526,U Of Wisconsin Madison- School Of Business,Business Administration - Marketing (Quant),PhD,F18,,via E,31 Jan 2018,,,,,,,31 Jan 2018,Second Interview over Skype
542521,The University Of Missouri Columbia,Applied/School Psychology,PhD,F18,Accepted,via E,31 Jan 2018,3.90,151.0,155.0,4.5,n/a,A,31 Jan 2018,
542516,Aubrun University,AuD,Other,F18,,via E,22 Jan 2018,,,,,,O,31 Jan 2018,Got an invitation to attend the interview day in Feb. The school expects to interview about 50 people.
542514,"Rotman School Of Management, University Of Toronto",Accounting,PhD,F18,Accepted,via E,31 Jan 2018,,,,,,O,31 Jan 2018,GMAT: 730
542513,(Arizona State University) ASU,CCDS Speech Language Pathology,Masters,F18,Accepted,via E,30 Jan 2018,,,,,,A,31 Jan 2018,"Undergrad GPA 3.28, post-bacc 4.0, GRE 160/160/4.0, research and student clinician experience. So excited to get my first acceptance!! Waiting to hear from other programs before making a decision."
542512,The University Of Cincinnati,Business Administration (Management) Marketing,PhD,F18,Rejected,via E,31 Jan 2018,,,,,,I,31 Jan 2018,"Forwarded from the rejection notification:
""We do not supply to any applicant a specific reason why an application is denied."""
542507,Cornell  University,(Applied Mathematics),PhD,F18,,via E,31 Jan 2018,3.97,162.0,168.0,4.0,n/a,A,31 Jan 2018,
542503,American Univeristy,(MPhil) Philosophy,Masters,F18,Accepted,via E,25 Jan 2018,3.36,158.0,150.0,4.0,n/a,A,31 Jan 2018,So far I haven't received any info about funding
542501,The University Of Arizona,Social Psychology,PhD,F18,,via E,30 Jan 2018,,,,,,A,31 Jan 2018,All initial invitations have been sent out. Good luck at your interviews!
542499,Emory University,Anthropology (Cultural),PhD,F18,Rejected,via E,31 Jan 2018,n/a,151.0,163.0,4.5,n/a,I,31 Jan 2018,Generic email from dean of graduate school
542492,Ohio State (OSU),Agricultural And Development Econ,PhD,F18,Accepted,via E,25 Jan 2018,,,,,,U,31 Jan 2018,
542486,The University Of Texas Austin,(Computer Science,PhD,F18,Rejected,via E,31 Jan 2018,,,,,,I,31 Jan 2018,"Rejected via generic email!rnComputer Visionrn3 Publication( 1 IEEE Transaction , 2 conf) , Reviewer of IEEE Transaction, GPA (Master): 3.91rn1.5 Years relevant work experiencern"
542484,"Univerity Of North Carolina, Chapel Hill",Audiology,Other,F18,,via Other,31 Jan 2018,,,,,,A,31 Jan 2018,Has anyone heard anything about unc yet?
542483,University Of Minnesota - Twin Cities (UMN),Anthropology,PhD,F18,Accepted,via Phone,27 Jan 2018,,,,,,A,31 Jan 2018,
542474,University Of Texas At Austin,(Computer Science,PhD,F18,Rejected,via E,30 Jan 2018,3.82,160.0,161.0,4.0,n/a,A,31 Jan 2018,
542473,Princeton University,Astronomy / Astrophysics,PhD,F18,Rejected,via E,31 Jan 2018,3.90,155.0,166.0,5.0,820,I,31 Jan 2018,I have the equivalent of almost a year of full-time research. 1 N-author paper published and 1 first author paper in the making. First result too. Oh well. Will ask them why later on in the process.
542471,ैEmory University,(Sociocultural) Anthropology,PhD,F18,Rejected,via E,31 Jan 2018,,,,,,A,31 Jan 2018,
542464,University Of Pennsylvania,Abnormal & Clinical Psychology,PhD,F18,,via Other,31 Jan 2018,,,,,,A,31 Jan 2018,Does anyone know if all UPenn invites have been sent out?
542463,Temple University,Abnormal & Clinical Psychology,PhD,F18,,via Other,31 Jan 2018,,,,,,A,31 Jan 2018,Does anyone know if all Temple invites have been sent out?
542461,University Of North Texas,Audiology  (Au.D.),Other,F18,,via E,31 Jan 2018,,,,,,A,31 Jan 2018,"Invited as Top 20 applicant to visit February 16th, 2018"
542455,OTIS College Of Art & Design,Writing,MFA,F18,Accepted,via E,27 Jan 2018,,,,,,A,31 Jan 2018,"Received scholarship and stipend, also a personal email from the director"
542452,Princeton University,Astrophysical Sciences,PhD,F18,Rejected,via E,31 Jan 2018,4.04,157.0,170.0,4.0,990,I,31 Jan 2018,
542451,Northeast Ohio AU.D. Consortium (NOAC),Audiology  (Au.D.),Other,F18,,via Other,31 Jan 2018,,,,,,A,31 Jan 2018,To the person below who had an interview -- was it an admissions interview or something else (like financial aid)?
542447,Princeton University,Astrophysical Sciences,PhD,F18,Rejected,via E,31 Jan 2018,,,,,,I,31 Jan 2018,
542434,"University Of Michigan, Ann Arbor",( ECE ) Electrical And Computer Engineering,PhD,F18,Accepted,via E,31 Jan 2018,,,,,,A,31 Jan 2018,Robotics/Control. One interview in January.
542420,"University Of Michigan, Ann Arbor",( ECE ) Electrical And Computer Engineering,PhD,F18,,via Other,31 Jan 2018,,,,,,A,31 Jan 2018,"To the poster below. Area - Integrated Circuits, ~3.8 GPA, 1 journal pub, top 20 undergrad."
542415,Princeton University,Astrophysics,PhD,F18,Rejected,via E,31 Jan 2018,3.85,164.0,167.0,4.5,800,A,31 Jan 2018,"2 years AMO research, 1 conference talk, no papers. 800 PGRE, 3.85 GPA."
542409,GaTech (Georgia Institute Of Technology),Aeronautics/Aerospace Engineering,Masters,F18,Accepted,via E,31 Jan 2018,,,,,,I,31 Jan 2018,
542401,Princeton University,Astronomy & Astrophysics,PhD,F18,Rejected,via E,31 Jan 2018,,,,,,I,31 Jan 2018,
542391,The University Of New Mexico (UNM),Art History,Masters,F18,Accepted,via E,18 Jan 2018,,,,,,A,31 Jan 2018,
542384,North Carolina State,(Applied Mathematics),PhD,F18,Accepted,via E,28 Jan 2018,,,,,,U,31 Jan 2018,Got email 1/28 18k TA stipend+health insurance
542381,Northeast Ohio Audiology Consortium (NOAC),Audiology (Au.D.),Other,F18,,via E,19 Jan 2018,3.99,155.0,159.0,4.0,n/a,A,31 Jan 2018,
542375,Nova Southeastern University,Adult Clinical Psychology (PsyD),Other,F18,,via E,30 Jan 2018,,,,,,,31 Jan 2018,Received email for interview on 2/19!
542374,Gallaudet University,Audiology  (Au.D.),Other,F18,,via E,23 Jan 2018,3.99,155.0,159.0,4.0,n/a,A,31 Jan 2018,"Just posted about getting the interview. Person below my comment asking for stats: GPA 3.99, GRE Q: 159, GRE V: 155, GRE AW: 4.0"
542370,"University Of Michigan, Ann Arbor",( ECE ) Electrical And Computer Engineering,PhD,F18,Accepted,via E,31 Jan 2018,4.00,159.0,170.0,3.5,n/a,A,31 Jan 2018,
542358,Gallaudet University,Audiology,Other,F18,,via E,23 Jan 2018,3.99,155.0,159.0,4.0,n/a,A,31 Jan 2018,
542352,Long Island University (LIU) Brooklyn,Adult Clinical Psychology,PhD,F18,,via Other,31 Jan 2018,,,,,,O,31 Jan 2018,I've seen one previous poster share that they've received an interview invitation. Has anyone else received an invitation to interview or any notice of rejection?
542344,University Of Texas At Austin,Computer Science,PhD,F18,Rejected,via E,30 Jan 2018,,,,,,,31 Jan 2018,Applied for Theory. Sad! OP.
542341,GaTech (Georgia Institute Of Technology),"ACO (Algorithm,  Combinatorics,  And Optimization) Program",PhD,F18,Accepted,via Website,31 Jan 2018,3.90,168.0,168.0,3.5,n/a,I,31 Jan 2018,"A paper submitted in  a top journal and another in a non-related area.
First admit!! Good luck everyone!!!
"
542338,Penn State (Pennsylvania State University),Anthropology,PhD,F18,,via E,30 Jan 2018,,,,,,A,31 Jan 2018,Offered the opportunity for a campus visit following last week's Skype interview.
542336,Harvard Graduate School Of Arts & Sciences (GSAS),Bioinformatics And Integrative Genomics (BIG),PhD,F18,,via Other,31 Jan 2018,,,,,,U,31 Jan 2018,No response from the program; any suggestions on whom to contact for application status. Hope they were a bit responsive even if it were for a rejection.
542331,American International College,Occupational Therapy (MSOT),Masters,F18,,via Postal,25 Jan 2018,,,,,,A,31 Jan 2018,I got a letter in the mail from AIC saying I was put in the tier one waitlist for Fall 2018.  There are 3 tiers and tier one is most likely to be accepted :)
542329,University Of Texas At Austin,Astronomy,PhD,F18,,via E,28 Jan 2018,,,,,,A,31 Jan 2018,
542323,The University Of Connecticut (UCONN),Higher Education And Student Affairs (HESA),Masters,F18,Rejected,via E,31 Jan 2018,,,,,,A,31 Jan 2018,Email to check application that a decision was made.
542322,Hofstra University,Adult Clinical Psychology,PhD,F18,Rejected,via E,31 Jan 2018,,,,,,A,31 Jan 2018,Emailed POI. Gave direct notice that I was not on the short list for interviews. Very disappointed.
542317,Northern Illinois Univeristy,Abnormal & Clinical Psychology,PhD,F18,Rejected,via Website,31 Jan 2018,,,,,,A,31 Jan 2018,Rejection letter sent via online portal
542313,SAIC School Of Arts Institute Of Chicago,MFA In Art Studio,MFA,F18,,via E,25 Jan 2018,,,,,,A,31 Jan 2018,Painting and Drawing Department
542312,Northwestern Universit,Visual Art MFA,MFA,F18,Rejected,via E,31 Jan 2018,,,,,,A,31 Jan 2018,Painting department
542308,Northwestern,Art MFA,MFA,F18,Rejected,via E,31 Jan 2018,,,,,,A,31 Jan 2018,Applied in painting
542302,University Of Massachusetts (UMASS Amherst),(Computer Science ),PhD,F18,Accepted,via E,29 Jan 2018,n/a,142.0,167.0,3.0,n/a,I,31 Jan 2018,"I had one related journal paper, three strong LORs"
542293,"University Of Michigan, Ann Arbor",(Pure) Mathematics,PhD,F18,,via E,31 Jan 2018,3.88,157.0,170.0,3.5,830,I,31 Jan 2018,The interview is scheduled for February 1.
542291,Northwestern  University,2D Fine Art - Painting,Masters,F18,Rejected,via E,31 Jan 2018,,,,,,A,31 Jan 2018,
542290,"University Of Michigan, Ann Arbor",Child Psychology- Clinical Science,PhD,F18,,via Other,31 Jan 2018,,,,,,A,31 Jan 2018,Has anybody officially heard about invites to University of Michigan's interviews?
542289,Northwestern Uniersity,Mfa Art Theory And Practice,MFA,F18,Rejected,via E,31 Jan 2018,,,,,,U,31 Jan 2018,
542286,"University Of Michigan, Ann Arbor",( ECE ) Electrical And Computer Engineering,PhD,F18,Accepted,via E,31 Jan 2018,,,,,,A,31 Jan 2018,Area - Integrated Circuits. No interview.
542285,Umass Amherst,(General) Linguistics,PhD,F18,,via Other,31 Jan 2018,,,,,,I,31 Jan 2018,"To the post below about Amherst. What's your subfield? Also, are they sending out all interviews now?"
542280,University Of Minnesota - Twin Cities (UMN),Aerospace Engineering And Mechanics,PhD,F18,Accepted,via Website,31 Jan 2018,,,,,,U,31 Jan 2018,The first admission. No word about funding. Waiting for other schools
542276,Cambridge  University,Archaeology,PhD,F18,Accepted,via E,26 Jan 2018,,,,,,I,31 Jan 2018,Applied Jan 3. Interviewed Jan 22. GAO Jan 25 and email offer Jan 26. offered 1+3 Mphil -> Phd. No word on funding.
542271,Purdue University-Krannert School Of Management,Accounting,PhD,S18,Accepted,via E,23 Jan 2018,,,,,,U,31 Jan 2018,
542262,"University Of Michigan, Ann Arbor (Umich)",(Pure) Mathematics,PhD,F18,Accepted,via E,31 Jan 2018,4.00,164.0,167.0,4.0,730,A,31 Jan 2018,
542261,University Of North Texas,Audiology  (Au.D.),Other,F18,,via E,29 Jan 2018,,,,,,A,31 Jan 2018,"""top 20 applicant"" invited to recruitment day 2/16/17"
542260,Columbia  University,EALC (East Asian Languages And Cultures),PhD,F18,,via E,31 Jan 2018,,,,,,I,31 Jan 2018,
542258,University Of Texas At Austin,SOCIOLOGY,PhD,F18,Accepted,via E,25 Jan 2018,,,,,,A,31 Jan 2018,
542248,"University Of Michigan, Ann Arbor",( ECE ) Electrical And Computer Engineering,PhD,F18,,via Other,31 Jan 2018,3.70,165.0,160.0,5.0,n/a,A,31 Jan 2018,"In response to the poster below: Undergrad from Top 10 EE program in a public flagship. 3 years of research in EE and biology. Area is optics and photonics, and POI has joint appointments in EECS and BME. I was in contact with POI prior to applying."
542242,"University Of Michigan, Ann Arbor",( ECE ) Electrical And Computer Engineering,PhD,F18,,via Other,31 Jan 2018,,,,,,O,31 Jan 2018,"To the University Of Michigan, Ann Arbor poster below. Please specify your area and profile. Thanks!"
542230,"The University Of Pennsylvania (Penn, UPenn)",Mechanical Engineering And Applied Mechanics (MEAM),PhD,F18,Accepted,via E,30 Jan 2018,3.70,168.0,170.0,4.0,n/a,A,31 Jan 2018,
542225,"University Of Michigan, Ann Arbor","( ECE ) Electrical And Computer Engineering,  Photonics",PhD,F18,Accepted,via E,31 Jan 2018,3.70,165.0,160.0,5.0,n/a,A,31 Jan 2018,
542224,University Of Texas At Austin,(Computer Science ),PhD,F18,Rejected,via E,30 Jan 2018,3.86,155.0,170.0,4.5,n/a,I,31 Jan 2018,
542210,University Of New Orleans (UNO),Applied Biopsychology,PhD,F18,,via E,31 Jan 2018,3.14,160.0,162.0,4.5,n/a,A,31 Jan 2018,Got an email from PI asking for phone interview sometime this week.
542209,The University Of Pennsylvania,Anthropology,PhD,F18,,via E,30 Jan 2018,,,,,,A,31 Jan 2018,Offered the opportunity of a campus visit following Skype interview.
542207,The University Of Pennsylvania,Anthropology,PhD,F18,,via Other,31 Jan 2018,,,,,,A,31 Jan 2018,Offered opportunity for a campus visit following Skype interview!
542206,U Mass Amherst,Linguistics,PhD,F18,,via E,31 Jan 2018,,,,,,U,31 Jan 2018,"Email from POI, who is also the chair. This is my top choice so really great news to get!!"
542201,(Arizona State University) ASU Tempe,(Computer Science ),Masters,F18,Accepted,via E,31 Jan 2018,2.76,161.0,158.0,4.0,n/a,A,31 Jan 2018,"3.7+ GPA in last 60 hours, despite low overall GPA. Strong LOR and SOP."
542198,Ohio University (Athens),Adult Clinical Psychology,PhD,F18,Rejected,via E,31 Jan 2018,3.80,157.0,156.0,5.5,n/a,A,31 Jan 2018,"Email from POI after inquiring on status of applications, assuming the same for the rest of applicants who have heard nothing so far"
542197,Carnegie  Mellon University (CMU),Adv. Materials Science And Engineering,PhD,F18,Accepted,via E,26 Jan 2018,3.70,163.0,164.0,4.5,n/a,A,31 Jan 2018,"Told to check website. Chem Major with 2 abstracts and a third author paper, good letters and research at federal lab"
542196,Indiana University Purdue University,Advanced Chemical Engineering,PhD,F18,Rejected,via Phone,31 Jan 2018,3.98,157.0,170.0,3.0,n/a,I,31 Jan 2018,So surprised to get rejected. These admission process is so random. I got fully funded admission from MIT but rejected from Purdue lol
542189,Columbia University,Applied Physics And Applied Mathematics (APAM),PhD,F18,Accepted,via E,29 Jan 2018,,,,,,U,31 Jan 2018,
542183,University Of Texas At Austin,(Computer Science,PhD,F18,Rejected,via E,30 Jan 2018,,,,,,U,31 Jan 2018,
542180,Purdue University,(Sociocultural) Anthropology,Masters,F18,Accepted,via E,26 Jan 2018,3.30,145.0,165.0,4.5,n/a,A,31 Jan 2018,full tuition remission & stipend
542169,"(University Of California, Los Angeles UCLA)",Applied Economics,Masters,F18,Accepted,via E,30 Jan 2018,,,,,,I,31 Jan 2018,
542156,University Of Texas At Austin,(Computer Science ),PhD,F18,Rejected,via E,31 Jan 2018,,,,,,I,31 Jan 2018,"Average undergraduate, postgraduate from a top college in India, 1.5 years industry experience and 1.5 years RAship experience."
542147,Columbia  University,East Asian Languages And Cultures (EALAC),PhD,F18,,via E,31 Jan 2018,,,,,,,31 Jan 2018,
542143,University Of Texas At Austin (UT Austin),(Computer Science - Machine Learning),PhD,F18,Rejected,via E,31 Jan 2018,3.99,156.0,170.0,3.0,n/a,I,31 Jan 2018,"TOEFL 104, undergraduate research experience, 1 pub. in other field, 1 on-going pub. in NLP field."
542142,University Of Texas At Austin (UT Austin),(Computer Science - Machine Learning),PhD,F18,Rejected,via E,31 Jan 2018,3.99,170.0,156.0,3.0,n/a,I,31 Jan 2018,"TOEFL 104, undergraduate research experience, 1 pub. in other field, 1 on-going pub. in NLP field."
542141,University Of Chicago,Art History,PhD,F18,Accepted,via Phone,31 Jan 2018,,,,,,A,31 Jan 2018,"Good luck, everyone!"
542139,University Of Texas At Austin (UT Austin),Computer Science,PhD,F18,Rejected,via E,31 Jan 2018,,,,,,I,31 Jan 2018,
542136,(Arizona State University) ASU Tempe,(Pure) Mathematics,PhD,F18,Accepted,via E,31 Jan 2018,3.30,151.0,160.0,3.0,n/a,I,31 Jan 2018,
542134,University Of Texas At Austin (UT Austin),Computer Science,PhD,F18,Rejected,via E,31 Jan 2018,3.61,157.0,170.0,4.0,n/a,I,31 Jan 2018,:(
542132,Stanford University,Art Practice,MFA,F18,,via E,30 Jan 2018,,,,,,I,31 Jan 2018,
542124,Yale  University,History Of Art,PhD,F18,,via E,29 Jan 2018,,,,,,I,31 Jan 2018,"Already had an interview with POI, now with two profs outside my field. I'm a bit uncertain about what they will ask, can anyone share their experience?"
542121,The University Of Massachusetts Amherst (UMass),Computer Science,PhD,F18,,via E,13 Jan 2018,,,,,,I,31 Jan 2018,Contacted by POI to chat about interests and ambitions. Interview conducted on Jan 19 via Skype.
542113,University Of Texas At Austin,Computer Science,PhD,F18,Rejected,via E,30 Jan 2018,3.53,157.0,169.0,4.0,n/a,I,31 Jan 2018,"Generic e-mail.
I applied for Ph.D. + Ms.
I have a paper related to another field.
Good recommendations."
542104,University Of Texas At Austin (UT),Sociology,PhD,F18,Rejected,via Website,29 Jan 2018,,,,,,A,31 Jan 2018,
542099,"The University Of Texas, Austin (UT Austin)","(Computer Science ),  PhD (F18)",PhD,F18,Rejected,via E,31 Jan 2018,3.80,167.0,149.0,3.5,n/a,I,31 Jan 2018,"5 research papers in a university, and 6 years experiences of software engineering in a company. Result is no surprise, but it is very surprised and interested to me that there are many rejected reports compared to that of past several years."
542093,University Of Minnesota - Twin Cities (UMN),Advanced Mechanical Engineering,PhD,F18,,via Other,31 Jan 2018,3.40,153.0,169.0,3.5,n/a,I,31 Jan 2018,No decision yet!
542088,Purdue University,Anthropology,Masters,F18,Accepted,via E,26 Jan 2018,4.00,151.0,160.0,3.5,n/a,A,31 Jan 2018,Update to the below 1/26 acceptance; that was me. I had phone interviews with POIs on 1/5 and 1/8. Received an email from the Anthro Department on 1/26 that they were recommending me for acceptance and outlining my funding offer. Received email from the Graduate College 1/30 confirming acceptance.
542085,York University,Adult Clinical Psychology,Masters,F18,Rejected,via Website,31 Jan 2018,,,,,,A,31 Jan 2018,"First rejection so far, stings a little, but good luck to everyone on their interviews next month!!"
542082,TAMU (Texas A & M University) College Station,Advanced Mechanical Engineering,PhD,F18,Rejected,via Website,29 Jan 2018,n/a,152.0,166.0,4.0,n/a,,31 Jan 2018,
542071,"The University Of Texas, Austin (UT Austin)",(Computer Science ),PhD,F18,Rejected,via E,31 Jan 2018,n/a,162.0,170.0,4.0,n/a,I,31 Jan 2018,"Thanks a lot UT for the prompt decision. Mail said: ""

Thank you for your application to the Computer Science graduate
program at the University of Texas at Austin. We appreciate your
interest in our PhD program.

Today we are writing to inform you that our PhD admissions decisions
have been made and the applicants we are recommending for PhD admission
have been notified. Admission to our program is very competitive,
and we received many good applications; unfortunately, we have to limit
the number of students we admit. At this time, we do not anticipate
recommending anyone else for admission to the CS PhD graduate program
for Fall 2018. If for any reason that changes we will contact you.

If you applied for ""PhD or Masters"" then you will hear from us again
around the end of March / beginning of April regarding your Masters
application.

We wish you all the best in your future endeavors and thank you for
considering our PhD program."""
542069,University Of Texas At Austin (UT Austin),(Computer Science,PhD,F18,Rejected,via E,31 Jan 2018,,,,,,,31 Jan 2018,I'm an undergraduate student with research in Computer Science. I have a research experience of 2 years and I also have a paper accepted at an A+ conference.
542058,University Of Texas At Austin (UT Austin),( ECE ) Electrical And Computer Engineering,PhD,F18,,via E,31 Jan 2018,,,,,,I,31 Jan 2018,Lets hope for the best mate. when was your interview? And u are from power systems background or power electronics background?  Maybe there are other people as well who have been interviewed.
542055,UMass - Amherst,Computer Science,PhD,F18,,via E,31 Jan 2018,n/a,156.0,168.0,4.0,n/a,U,31 Jan 2018,Interview from a professor not listed in my SOP.
542054,University Of Texas At Austin (UT Austin),(Computer Science,PhD,F18,Rejected,via E,30 Jan 2018,3.79,163.0,159.0,4.0,n/a,A,31 Jan 2018,"Undergrad from little known school. Some undergrad research experience, no publications."
542051,University Of Texas At Austin (UT Austin),Computer Science,PhD,F18,Rejected,via E,31 Jan 2018,3.55,160.0,166.0,3.5,n/a,I,31 Jan 2018,"ML/NLP. No papers, co-author of a book, 4 years of software engineering experience, including some in deep learning. No name foreign university."
542040,"""University Of Washington",Applied Biostatistics And Epidemiology,Masters,F18,Rejected,via E,30 Jan 2018,,,,,,A,31 Jan 2018,"Rejected via email. Low GPA, but high rec letters."
542038,University Of Texas At Austin,(Computer Science,PhD,F18,Rejected,via E,31 Jan 2018,3.74,161.0,170.0,4.5,n/a,I,31 Jan 2018,One of my top choices. Quite sad.
542037,Harvard,Art History,PhD,F18,Accepted,via E,31 Jan 2018,,,,,,I,31 Jan 2018,Just letting everyone know that the department has started sending out their acceptances. Good luck to everyone!
542031,Cornell  University,(Applied Mathematics),PhD,F18,Accepted,via E,30 Jan 2018,3.90,162.0,168.0,4.0,790,A,31 Jan 2018,
542025,The University Of Alabama (Tuscaloosa),Physics,PhD,F18,Accepted,via E,30 Jan 2018,3.39,157.0,159.0,3.5,770,A,31 Jan 2018,"Notified today via email. TA-ship for 12 months. Tuition waived. Health insurance coverage. Invited to the graduate recruiting event later this month. 1 REU and 1 year research at an Ivy. Conference presentation, paper in the works. The intended field is particle astrophysics. I'm very excited and happy."
542023,"McGill University (Montreal, Canada)",Archival Studies/Library And Information Studies,Masters,F18,Accepted,via E,30 Jan 2018,,,,,,A,31 Jan 2018,
542020,University Of Texas At Austin (UT Austin),( ECE ) Electrical And Computer Engineering,Masters,F18,Accepted,via E,31 Jan 2018,3.98,154.0,170.0,4.5,n/a,A,31 Jan 2018,Integrated Circuits and Systems Track
542015,Florida State (FSU),Adult Clinical Psychology,PhD,F18,Accepted,via E,31 Jan 2018,,,,,,A,31 Jan 2018,Email from POI. Official details to come.
542011,University Of Texas At Austin (UT Austin),(Computer Science - Machine Learning),PhD,F18,Rejected,via E,31 Jan 2018,,,,,,I,31 Jan 2018,
542010,University Of Texas At Austin,(Computer Science ),PhD,F18,Rejected,via E,30 Jan 2018,3.75,160.0,166.0,4.0,n/a,U,31 Jan 2018,Sad.
542009,Loma Linda University School Of Behavioral Health,Adult Clinical Psychology (PsyD),Other,F18,,via Phone,30 Jan 2018,,,,,,A,31 Jan 2018,"PsyD. Considered as a program ""alternate""; was not invited to inital interview for 2/15. May possibly recieve an interview at the end of Feb."
542007,Penn State (PSU) University Park,Astronomy,PhD,F18,Rejected,via E,30 Jan 2018,3.20,153.0,167.0,3.0,850,I,31 Jan 2018,"3 Research Projects, 1 project is in the process of publication."
542001,Art Institute Of Chicago (SAIC),Arts Administration And Policy,Masters,F18,,via E,29 Jan 2018,,,,,,,31 Jan 2018,
542000,University Of Texas At Austin,Computer Science,PhD,F18,Rejected,via E,31 Jan 2018,3.94,169.0,154.0,3.5,n/a,I,31 Jan 2018,
541996,University Of Texas At Austin,(Computer Science ),PhD,F18,Rejected,via E,30 Jan 2018,,,,,,I,31 Jan 2018,"Generic rejection email. First email of the season, and it is a rejection. Bummer."
541991,Roosevelt University,Adult Clinical Psychology (PsyD),Other,F18,Rejected,via Website,29 Jan 2018,,,,,,,31 Jan 2018,Received an email to check online application.
541988,University Of Texas At Austin (UT Austin),( ECE ) Electrical And Computer Engineering,PhD,F18,,via E,31 Jan 2018,,,,,,I,31 Jan 2018,"To the previous UT Austin Power Elec. poster, I did contact him before but he didnt reply then. Btw, when was your interview? Did he ask u about courses for TAship? How do u know its not hopeful? Did u mail him after interview?"
541978,Yale  University,EALC (Easn Asian Languages And Cultures),PhD,F18,,via Other,31 Jan 2018,,,,,,A,31 Jan 2018,"Question: Does anyone know if interviews are a regular part of Yale's EALC PhD admissions process, or does it vary by POI?"
541976,Penn State University,Astronomy,PhD,F18,Rejected,via E,30 Jan 2018,,,,,,A,31 Jan 2018,
541970,University Of Texas At Austin (UT Austin),Computer Science,PhD,F18,Rejected,via E,30 Jan 2018,3.20,167.0,168.0,5.5,n/a,A,31 Jan 2018,
541966,Cornell  University,(Applied Mathematics),PhD,F18,Accepted,via E,30 Jan 2018,,,,,,A,31 Jan 2018,
541965,University Of Texas At Austin,( ECE ) Electrical And Computer Engineering,Masters,F18,Accepted,via E,30 Jan 2018,3.86,163.0,163.0,4.5,n/a,A,31 Jan 2018,ICS track
541960,Duquesne Univeristy,Applied/School Psychology,PhD,F18,,via E,31 Jan 2018,,,,,,,31 Jan 2018,
541956,The University Of Virginia (UVA),Mechanical And Aerospace Engineering,Masters,F18,,via E,29 Jan 2018,n/a,0.0,155.0,0.0,n/a,A,31 Jan 2018,Received email requesting that I retake GRE asap to improve Quantitative score to 165. Did not say if they would admit or not on re-testing.
541955,ีUniversity Of Wisconsin - Madison,"Communication Arts (Rhetoric,  Politics,  And Culture)",PhD,F18,Accepted,via E,31 Jan 2018,3.97,164.0,156.0,5.5,n/a,A,31 Jan 2018,GPA from MA. Received an email followed by a phone call today!
541941,University Of Texas At Austin (UT Austin),(Computer Science,PhD,F18,Rejected,via E,31 Jan 2018,3.90,158.0,170.0,3.5,n/a,I,31 Jan 2018,
541936,"(University Of California, Los Angeles (UCLA)",Biostatistics,PhD,F18,,via E,30 Jan 2018,3.76,69.0,75.0,60.0,n/a,A,31 Jan 2018,"Applied for PhD, accepted for MS"
541929,The University Of Texas At Austin,(Computer Science ),PhD,F18,Rejected,via E,31 Jan 2018,,,,,,I,31 Jan 2018,"1 Pub, 1 arXiv."
541926,California Institue Of Technology (Caltech),Astrophysics,PhD,F18,Rejected,via E,31 Jan 2018,3.80,157.0,170.0,3.0,900,I,31 Jan 2018,three years research experience， strong recommendation， several paper in prep
541918,California Institue Of Technology (Caltech),Astronomy,PhD,F18,Rejected,via E,30 Jan 2018,,,,,,A,31 Jan 2018,2 Years Research. Multiple publications/ conferences. Strong letters of recommendation.
541916,"University Of Michigan, Ann Arbor",Physics,PhD,F18,Accepted,via E,29 Jan 2018,4.00,161.0,168.0,5.0,870,A,31 Jan 2018,"Three papers, Goldwater Scholar"
541915,UC Irvine,(Applied) Mathematics,PhD,F18,,via Other,30 Jan 2018,,,,,,U,31 Jan 2018,
541911,Northwestern Univeristy,Engineering Science And Applied Mathematics(ESAM),PhD,F18,,via Phone,30 Jan 2018,,,,,,U,31 Jan 2018,
541907,University Of Toronto,History Of Art,PhD,F18,Accepted,via E,31 Jan 2018,,,,,,O,31 Jan 2018,"Non-Canadian applicant. Given discussions on this forum about admission of international students at the dept, thought I would post this result here to let everyone know. Very surprised by an acceptance and fellowship nomination so early, and very grateful. Letter is from DGS."
541901,ีUniversity Of Wisconsin - Madison,"Communication Arts (Rhetoric,  Politics,  And Culture)",PhD,F18,Accepted,via E,30 Jan 2018,,,,,,A,31 Jan 2018,Received email and phone call. Acceptance with funding. 5 total admits into rhetoric track.
541897,The University Of Texas At Austin,(Computer Science),PhD,F18,Rejected,via E,31 Jan 2018,,,,,,U,31 Jan 2018,
541894,"University Of Michigan, Ann Arbor",Information Science,PhD,F18,,via E,30 Jan 2018,,,,,,A,31 Jan 2018,
541892,University Of Texas At Austin (UT Austin),( ECE ) Electrical And Computer Engineering (Power Systems),PhD,F18,,via Other,31 Jan 2018,,,,,,I,31 Jan 2018,"To the poster in Power Electronic below, I also got the interview from this professor, he responds that it would come out very soon but the program is competitive, which seems not so positive, have you contact him before the interview? and what about the financial support?"
